material_id,fiber_length,moisture_content,measurement_unit,timestamp
D,22.938764068650336,11.352896920215693,cm,2024-01-03 12:00:00
C,,14.278629082396346,cm,2024-01-03 13:00:00
B,24.73189529159879,15.913175267203673,mm,2024-01-03 14:00:00
A,28.438372416260187,13.936522375402204,inches,2024-01-03 15:00:00
B,28.891086439700928,11.643416376379339,cm,2024-01-03 16:00:00
B,29.04766315977882,10.176675050338448,mm,2024-01-03 17:00:00
B,22.444566882645407,12.449622659187014,mm,2024-01-03 18:00:00
D,25.237331458260122,14.001011258400302,inches,2024-01-03 19:00:00
A,27.301428034143083,9.761365131100948,mm,2024-01-03 20:00:00
A,35.384313448680416,11.219456336923617,inches,2024-01-03 21:00:00
D,21.611056978595972,13.979881271833737,inches,2024-01-03 22:00:00
C,,8.575985125325161,inches,2024-01-03 23:00:00
C,,12.213883240876049,inches,2024-01-04 00:00:00
C,21.081052385910123,11.310099929176825,inches,2024-01-04 01:00:00
D,21.49132874802667,9.288022277513116,mm,2024-01-04 02:00:00
C,16.94931159403884,13.101030283310614,cm,2024-01-04 03:00:00
C,21.895424305416437,9.359598994853538,cm,2024-01-04 04:00:00
D,30.992512492325893,11.362635179608857,inches,2024-01-04 05:00:00
D,25.940907020087185,12.116527351833707,inches,2024-01-04 06:00:00
A,,11.33534020510856,mm,2024-01-04 07:00:00
C,18.48098507709426,14.392985345574541,mm,2024-01-04 08:00:00
C,26.061040537988617,11.617724746958135,mm,2024-01-04 09:00:00
D,32.24515835458856,11.458582183109685,cm,2024-01-04 10:00:00
B,22.508291849098548,9.257003077388715,inches,2024-01-04 11:00:00
C,270.14385015961915,10.96609045484316,cm,2024-01-04 12:00:00
D,21.934950933649446,12.401081142013842,cm,2024-01-04 13:00:00
B,27.414955526539547,14.738639204170225,mm,2024-01-04 14:00:00
C,27.774468234553225,9.870411458128874,mm,2024-01-04 15:00:00
D,19.560853539059572,10.605600468130916,mm,2024-01-04 16:00:00
B,31.395577893136846,9.386673796851506,inches,2024-01-04 17:00:00
D,14.715260968293322,8.357231011901426,cm,2024-01-04 18:00:00
A,20.732692524795695,15.111797336791469,inches,2024-01-04 19:00:00
B,22.65606087921555,11.468634398223173,inches,2024-01-04 20:00:00
C,29.64842533511886,14.40698007269512,inches,2024-01-04 21:00:00
D,27.301042362051703,,cm,2024-01-04 22:00:00
A,24.062092646916977,9.72935827507709,cm,2024-01-04 23:00:00
