material_id,fiber_length,moisture_content,measurement_unit,timestamp
B,29.775440813926785,12.880484662217775,mm,2024-01-04 06:00:00
B,13.316934162530396,14.155068335135432,cm,2024-01-04 07:00:00
D,18.303009150802474,9.857420338717471,mm,2024-01-04 08:00:00
C,30.270992182541903,10.891863034928576,inches,2024-01-04 09:00:00
D,24.939646322568414,11.152024512362917,inches,2024-01-04 10:00:00
A,31.17741504530904,12.119014076131249,inches,2024-01-04 11:00:00
A,30.161595845602154,13.12334446542308,cm,2024-01-04 12:00:00
D,30.87882429662384,9.982784839129478,inches,2024-01-04 13:00:00
D,26.792780971582086,12.52618926126137,inches,2024-01-04 14:00:00
A,23.090460904171756,12.995173596088526,inches,2024-01-04 15:00:00
D,21.82637668701405,13.64786200924419,inches,2024-01-04 16:00:00
A,23.409463149633105,11.727669290530221,inches,2024-01-04 17:00:00
A,,10.558542484130411,cm,2024-01-04 18:00:00
A,19.980489705822027,13.293540384278074,mm,2024-01-04 19:00:00
